row_id,layer,ctor_module,ctor_unit,ctor_symbols,ktor_path,depth,evidence,gaps,parity_board_id
L3:feature/dirauth/sr_get_string_for_consensus,3_op,feature/dirauth,sr_get_string_for_consensus,shared_random.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt,D3,DirAuthElevationTest + SharedRandom.srGetStringForConsensus,sr string consensus thinner,
L3:feature/dirauth/sr_get_string_for_vote,3_op,feature/dirauth,sr_get_string_for_vote,shared_random.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt,D3,DirAuthElevationTest + SharedRandom.srGetStringForVote,sr string vote thinner,
L3:feature/dirauth/sr_handle_received_commits,3_op,feature/dirauth,sr_handle_received_commits,shared_random.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt,D3,DirAuthElevationTest + SharedRandom.srHandleReceivedCommits,sr handle commits thinner,
L3:feature/dirauth/sr_init,3_op,feature/dirauth,sr_init,shared_random.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt,D3,DirAuthElevationTest + SharedRandom.srInit,sr init thinner,
L3:feature/dirauth/sr_parse_commit,3_op,feature/dirauth,sr_parse_commit,shared_random.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt,D3,DirAuthElevationTest + SharedRandom.srParseCommit,sr parse commit thinner,
L3:feature/dirauth/sr_save_and_cleanup,3_op,feature/dirauth,sr_save_and_cleanup,shared_random.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt,D3,DirAuthElevationTest + SharedRandom.srSaveAndCleanup,sr save cleanup thinner,
L3:feature/dirauth/sr_srv_dup,3_op,feature/dirauth,sr_srv_dup,shared_random.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt,D3,DirAuthElevationTest + SharedRandom.srSrvDup,sr srv dup thinner,
L3:feature/dirauth/verify_commit_and_reveal,3_op,feature/dirauth,verify_commit_and_reveal,shared_random.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt,D3,DirAuthElevationTest + SharedRandom.verifyCommitAndReveal,verify commit reveal thinner,
L3:feature/dirauth/disk_state_load_from_disk_impl,3_op,feature/dirauth,disk_state_load_from_disk_impl,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.diskStateLoadFromDiskImpl,disk state load thinner,
L3:feature/dirauth/get_phase_str,3_op,feature/dirauth,get_phase_str,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.getPhaseStr,get phase str thinner,
L3:feature/dirauth/get_sr_protocol_phase,3_op,feature/dirauth,get_sr_protocol_phase,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.getSrProtocolPhase,get sr phase thinner,
L3:feature/dirauth/get_sr_state,3_op,feature/dirauth,get_sr_state,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.getSrState,get sr state thinner,
L3:feature/dirauth/get_state_valid_until_time,3_op,feature/dirauth,get_state_valid_until_time,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.getStateValidUntilTime,get valid until thinner,
L3:feature/dirauth/is_phase_transition,3_op,feature/dirauth,is_phase_transition,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.isPhaseTransition,phase transition thinner,
L3:feature/dirauth/new_protocol_run,3_op,feature/dirauth,new_protocol_run,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.newProtocolRun,new protocol run thinner,
L3:feature/dirauth/reset_state_for_new_protocol_run,3_op,feature/dirauth,reset_state_for_new_protocol_run,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.resetStateForNewProtocolRun,reset protocol run thinner,
L3:feature/dirauth/set_sr_phase,3_op,feature/dirauth,set_sr_phase,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.setSrPhase,set sr phase thinner,
L3:feature/dirauth/sr_state_add_commit,3_op,feature/dirauth,sr_state_add_commit,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateAddCommit,sr state add commit thinner,
L3:feature/dirauth/sr_state_clean_srvs,3_op,feature/dirauth,sr_state_clean_srvs,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateCleanSrvs,sr state clean thinner,
L3:feature/dirauth/sr_state_copy_reveal_info,3_op,feature/dirauth,sr_state_copy_reveal_info,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateCopyRevealInfo,sr state copy reveal thinner,
L3:feature/dirauth/sr_state_delete_commits,3_op,feature/dirauth,sr_state_delete_commits,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateDeleteCommits,sr state delete thinner,
L3:feature/dirauth/sr_state_free_all,3_op,feature/dirauth,sr_state_free_all,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateFreeAll,sr state free all thinner,
L3:feature/dirauth/sr_state_get_commit,3_op,feature/dirauth,sr_state_get_commit,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateGetCommit,sr state get commit thinner,
L3:feature/dirauth/sr_state_get_commits,3_op,feature/dirauth,sr_state_get_commits,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateGetCommits,sr state get commits thinner,
L3:feature/dirauth/sr_state_get_current_srv,3_op,feature/dirauth,sr_state_get_current_srv,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateGetCurrentSrv,sr state get current thinner,
L3:feature/dirauth/sr_state_get_phase,3_op,feature/dirauth,sr_state_get_phase,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateGetPhase,sr state get phase thinner,
L3:feature/dirauth/sr_state_get_previous_srv,3_op,feature/dirauth,sr_state_get_previous_srv,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateGetPreviousSrv,sr state get previous thinner,
L3:feature/dirauth/sr_state_init,3_op,feature/dirauth,sr_state_init,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateInit,sr state init thinner,
L3:feature/dirauth/sr_state_is_initialized,3_op,feature/dirauth,sr_state_is_initialized,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateIsInitialized,sr state is init thinner,
L3:feature/dirauth/sr_state_save,3_op,feature/dirauth,sr_state_save,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateSave,sr state save thinner,
L3:feature/dirauth/sr_state_set_current_srv,3_op,feature/dirauth,sr_state_set_current_srv,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateSetCurrentSrv,sr state set current thinner,
L3:feature/dirauth/sr_state_set_fresh_srv,3_op,feature/dirauth,sr_state_set_fresh_srv,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateSetFreshSrv,sr state set fresh thinner,
L3:feature/dirauth/sr_state_set_previous_srv,3_op,feature/dirauth,sr_state_set_previous_srv,shared_random_state.h,core/src/main/kotlin/org/kotlintor/dir/SharedRandomState.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,DirAuthElevationTest + SharedRandomState.srStateSetPreviousSrv,sr state set previous thinner,
L3:feature/dirauth/dirauth_set_routerstatus_from_routerinfo,3_op,feature/dirauth,dirauth_set_routerstatus_from_routerinfo,voteflags.h,core/src/main/kotlin/org/kotlintor/dir/VoteFlags.kt;core/src/main/kotlin/org/kotlintor/dir/ConsCacheAndVoteFlags.kt,D3,DirAuthElevationTest + VoteFlags.dirauthSetRouterstatusFromRouterinfo,set routerstatus thinner,
L3:feature/dirauth/dirserv_compute_bridge_flag_thresholds,3_op,feature/dirauth,dirserv_compute_bridge_flag_thresholds,voteflags.h,core/src/main/kotlin/org/kotlintor/dir/VoteFlags.kt;core/src/main/kotlin/org/kotlintor/dir/ConsCacheAndVoteFlags.kt,D3,DirAuthElevationTest + VoteFlags.dirservComputeBridgeFlagThresholds,bridge flag thresh thinner,
L3:feature/dirauth/dirserv_compute_performance_thresholds,3_op,feature/dirauth,dirserv_compute_performance_thresholds,voteflags.h,core/src/main/kotlin/org/kotlintor/dir/VoteFlags.kt;core/src/main/kotlin/org/kotlintor/dir/ConsCacheAndVoteFlags.kt,D3,DirAuthElevationTest + VoteFlags.dirservComputePerformanceThresholds,perf thresh thinner,
L3:feature/dirauth/dirserv_get_flag_thresholds_line,3_op,feature/dirauth,dirserv_get_flag_thresholds_line,voteflags.h,core/src/main/kotlin/org/kotlintor/dir/VoteFlags.kt;core/src/main/kotlin/org/kotlintor/dir/ConsCacheAndVoteFlags.kt,D3,DirAuthElevationTest + VoteFlags.dirservGetFlagThresholdsLine,flag thresh line thinner,
L3:feature/dirauth/dirserv_set_bridges_running,3_op,feature/dirauth,dirserv_set_bridges_running,voteflags.h,core/src/main/kotlin/org/kotlintor/dir/VoteFlags.kt;core/src/main/kotlin/org/kotlintor/dir/ConsCacheAndVoteFlags.kt,D3,DirAuthElevationTest + VoteFlags.dirservSetBridgesRunning,set bridges running thinner,
L3:feature/dirauth/dirserv_set_router_is_running,3_op,feature/dirauth,dirserv_set_router_is_running,voteflags.h,core/src/main/kotlin/org/kotlintor/dir/VoteFlags.kt;core/src/main/kotlin/org/kotlintor/dir/ConsCacheAndVoteFlags.kt,D3,DirAuthElevationTest + VoteFlags.dirservSetRouterIsRunning,set router running thinner,
L3:feature/dirauth/dirserv_set_routerstatus_testing,3_op,feature/dirauth,dirserv_set_routerstatus_testing,voteflags.h,core/src/main/kotlin/org/kotlintor/dir/VoteFlags.kt;core/src/main/kotlin/org/kotlintor/dir/ConsCacheAndVoteFlags.kt,D3,DirAuthElevationTest + VoteFlags.dirservSetRouterstatusTesting,set routerstatus testing thinner,
L3:feature/dirauth/running_long_enough_to_decide_unreachable,3_op,feature/dirauth,running_long_enough_to_decide_unreachable,voteflags.h,core/src/main/kotlin/org/kotlintor/dir/VoteFlags.kt;core/src/main/kotlin/org/kotlintor/dir/ConsCacheAndVoteFlags.kt,D3,DirAuthElevationTest + VoteFlags.runningLongEnoughToDecideUnreachable,running long enough thinner,
L3:feature/dirauth/dirauth_sched_get_configured_interval,3_op,feature/dirauth,dirauth_sched_get_configured_interval,voting_schedule.h,core/src/main/kotlin/org/kotlintor/dir/VotingSchedule.kt;core/src/main/kotlin/org/kotlintor/dir/DirVote.kt;core/src/main/kotlin/org/kotlintor/dir/VotingScheduleAndMultiAuth.kt,D3,DirAuthElevationTest + VotingSchedule.dirauthSchedGetConfiguredInterval,sched interval thinner,
L3:feature/dirauth/dirauth_sched_get_cur_valid_after_time,3_op,feature/dirauth,dirauth_sched_get_cur_valid_after_time,voting_schedule.h,core/src/main/kotlin/org/kotlintor/dir/VotingSchedule.kt;core/src/main/kotlin/org/kotlintor/dir/DirVote.kt;core/src/main/kotlin/org/kotlintor/dir/VotingScheduleAndMultiAuth.kt,D3,DirAuthElevationTest + VotingSchedule.dirauthSchedGetCurValidAfterTime,sched cur valid after thinner,
L3:feature/dirauth/dirauth_sched_get_next_valid_after_time,3_op,feature/dirauth,dirauth_sched_get_next_valid_after_time,voting_schedule.h,core/src/main/kotlin/org/kotlintor/dir/VotingSchedule.kt;core/src/main/kotlin/org/kotlintor/dir/DirVote.kt;core/src/main/kotlin/org/kotlintor/dir/VotingScheduleAndMultiAuth.kt,D3,DirAuthElevationTest + VotingSchedule.dirauthSchedGetNextValidAfterTime,sched next valid after thinner,
L3:feature/dirauth/dirauth_sched_recalculate_timing,3_op,feature/dirauth,dirauth_sched_recalculate_timing,voting_schedule.h,core/src/main/kotlin/org/kotlintor/dir/VotingSchedule.kt;core/src/main/kotlin/org/kotlintor/dir/DirVote.kt;core/src/main/kotlin/org/kotlintor/dir/VotingScheduleAndMultiAuth.kt,D3,DirAuthElevationTest + VotingSchedule.dirauthSchedRecalculateTiming,sched recalculate thinner,
L3:feature/hs/cache_clean_v3_as_dir,3_op,feature/hs,cache_clean_v3_as_dir,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.cacheCleanV3AsDir,cache clean v3 dir thinner,
L3:feature/hs/cache_clean_v3_by_downloaded_as_dir,3_op,feature/hs,cache_clean_v3_by_downloaded_as_dir,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.cacheCleanV3ByDownloadedAsDir,cache clean downloaded thinner,
L3:feature/hs/dir_set_downloaded,3_op,feature/hs,dir_set_downloaded,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.dirSetDownloaded,dir set downloaded thinner,
L3:feature/hs/hs_cache_clean_as_client,3_op,feature/hs,hs_cache_clean_as_client,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheCleanAsClient,hs cache clean client thinner,
L3:feature/hs/hs_cache_clean_as_dir,3_op,feature/hs,hs_cache_clean_as_dir,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheCleanAsDir,hs cache clean dir thinner,
L3:feature/hs/hs_cache_client_intro_state_clean,3_op,feature/hs,hs_cache_client_intro_state_clean,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheClientIntroStateClean,intro state clean thinner,
L3:feature/hs/hs_cache_client_intro_state_find,3_op,feature/hs,hs_cache_client_intro_state_find,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheClientIntroStateFind,intro state find thinner,
L3:feature/hs/hs_cache_client_intro_state_note,3_op,feature/hs,hs_cache_client_intro_state_note,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheClientIntroStateNote,intro state note thinner,
L3:feature/hs/hs_cache_client_intro_state_purge,3_op,feature/hs,hs_cache_client_intro_state_purge,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheClientIntroStatePurge,intro state purge thinner,
L3:feature/hs/hs_cache_client_new_auth_parse,3_op,feature/hs,hs_cache_client_new_auth_parse,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheClientNewAuthParse,new auth parse thinner,
L3:feature/hs/hs_cache_decrement_allocation,3_op,feature/hs,hs_cache_decrement_allocation,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheDecrementAllocation,cache decrement thinner,
L3:feature/hs/hs_cache_free_all,3_op,feature/hs,hs_cache_free_all,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheFreeAll,cache free all thinner,
L3:feature/hs/hs_cache_get_max_bytes,3_op,feature/hs,hs_cache_get_max_bytes,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheGetMaxBytes,cache max bytes thinner,
L3:feature/hs/hs_cache_get_max_descriptor_size,3_op,feature/hs,hs_cache_get_max_descriptor_size,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheGetMaxDescriptorSize,cache max desc size thinner,
L3:feature/hs/hs_cache_get_total_allocation,3_op,feature/hs,hs_cache_get_total_allocation,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheGetTotalAllocation,cache total alloc thinner,
L3:feature/hs/hs_cache_handle_oom,3_op,feature/hs,hs_cache_handle_oom,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheHandleOom,cache handle oom thinner,
L3:feature/hs/hs_cache_increment_allocation,3_op,feature/hs,hs_cache_increment_allocation,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheIncrementAllocation,cache incr alloc thinner,
L3:feature/hs/hs_cache_init,3_op,feature/hs,hs_cache_init,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheInit,cache init thinner,
L3:feature/hs/hs_cache_lookup_as_client,3_op,feature/hs,hs_cache_lookup_as_client,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheLookupAsClient,cache lookup client thinner,
L3:feature/hs/hs_cache_lookup_as_dir,3_op,feature/hs,hs_cache_lookup_as_dir,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheLookupAsDir,cache lookup dir thinner,
L3:feature/hs/hs_cache_lookup_encoded_as_client,3_op,feature/hs,hs_cache_lookup_encoded_as_client,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheLookupEncodedAsClient,cache lookup encoded thinner,
L3:feature/hs/hs_cache_mark_dowloaded_as_dir,3_op,feature/hs,hs_cache_mark_dowloaded_as_dir,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheMarkDowloadedAsDir,cache mark downloaded thinner,
L3:feature/hs/hs_cache_purge_as_client,3_op,feature/hs,hs_cache_purge_as_client,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCachePurgeAsClient,cache purge client thinner,
L3:feature/hs/hs_cache_remove_as_client,3_op,feature/hs,hs_cache_remove_as_client,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheRemoveAsClient,cache remove client thinner,
L3:feature/hs/hs_cache_store_as_client,3_op,feature/hs,hs_cache_store_as_client,hs_cache.h,core/src/main/kotlin/org/kotlintor/hs/HsCache.kt,D3,HsParityElevationTest + HsCache.hsCacheStoreAsClient,cache store client thinner,
L3:feature/hs/build_establish_intro_extensions,3_op,feature/hs,build_establish_intro_extensions,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.buildEstablishIntroExtensions,establish intro ext thinner,
L3:feature/hs/hs_cell_build_establish_intro,3_op,feature/hs,hs_cell_build_establish_intro,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellBuildEstablishIntro,cell build establish intro thinner,
L3:feature/hs/hs_cell_build_establish_rendezvous,3_op,feature/hs,hs_cell_build_establish_rendezvous,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellBuildEstablishRendezvous,cell build establish rend thinner,
L3:feature/hs/hs_cell_build_introduce1,3_op,feature/hs,hs_cell_build_introduce1,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellBuildIntroduce1,cell build introduce1 thinner,
L3:feature/hs/hs_cell_build_rendezvous1,3_op,feature/hs,hs_cell_build_rendezvous1,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellBuildRendezvous1,cell build rendezvous1 thinner,
L3:feature/hs/hs_cell_introduce1_data_clear,3_op,feature/hs,hs_cell_introduce1_data_clear,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellIntroduce1DataClear,cell intro1 clear thinner,
L3:feature/hs/hs_cell_parse_intro_established,3_op,feature/hs,hs_cell_parse_intro_established,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellParseIntroEstablished,cell parse intro established thinner,
L3:feature/hs/hs_cell_parse_introduce2,3_op,feature/hs,hs_cell_parse_introduce2,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellParseIntroduce2,cell parse introduce2 thinner,
L3:feature/hs/hs_cell_parse_introduce_ack,3_op,feature/hs,hs_cell_parse_introduce_ack,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellParseIntroduceAck,cell parse introduce ack thinner,
L3:feature/hs/hs_cell_parse_rendezvous2,3_op,feature/hs,hs_cell_parse_rendezvous2,hs_cell.h,core/src/main/kotlin/org/kotlintor/hs/HsCell.kt;core/src/main/kotlin/org/kotlintor/cell/Cell.kt,D3,HsParityElevationTest + HsCell.hsCellParseRendezvous2,cell parse rendezvous2 thinner,
L3:feature/hs/create_rp_circuit_identifier,3_op,feature/hs,create_rp_circuit_identifier,hs_circuit.h,core/src/main/kotlin/org/kotlintor/hs/HsCircuit.kt;core/src/main/kotlin/org/kotlintor/circuit/Circuit.kt,D3,HsParityElevationTest + HsCircuit.createRpCircuitIdentifier,rp circuit id thinner,
L3:feature/hs/hs_circ_cleanup_on_close,3_op,feature/hs,hs_circ_cleanup_on_close,hs_circuit.h,core/src/main/kotlin/org/kotlintor/hs/HsCircuit.kt;core/src/main/kotlin/org/kotlintor/circuit/Circuit.kt,D3,HsParityElevationTest + HsCircuit.hsCircCleanupOnClose,circ cleanup close thinner,
L3:feature/hs/hs_circ_cleanup_on_free,3_op,feature/hs,hs_circ_cleanup_on_free,hs_circuit.h,core/src/main/kotlin/org/kotlintor/hs/HsCircuit.kt;core/src/main/kotlin/org/kotlintor/circuit/Circuit.kt,D3,HsParityElevationTest + HsCircuit.hsCircCleanupOnFree,circ cleanup free thinner,
L3:feature/hs/hs_circ_cleanup_on_repurpose,3_op,feature/hs,hs_circ_cleanup_on_repurpose,hs_circuit.h,core/src/main/kotlin/org/kotlintor/hs/HsCircuit.kt;core/src/main/kotlin/org/kotlintor/circuit/Circuit.kt,D3,HsParityElevationTest + HsCircuit.hsCircCleanupOnRepurpose,circ cleanup repurpose thinner,
L3:feature/hs/hs_circ_handle_intro_established,3_op,feature/hs,hs_circ_handle_intro_established,hs_circuit.h,core/src/main/kotlin/org/kotlintor/hs/HsCircuit.kt;core/src/main/kotlin/org/kotlintor/circuit/Circuit.kt,D3,HsParityElevationTest + HsCircuit.hsCircHandleIntroEstablished,circ handle intro established thinner,
L3:feature/hs/hs_circ_handle_introduce2,3_op,feature/hs,hs_circ_handle_introduce2,hs_circuit.h,core/src/main/kotlin/org/kotlintor/hs/HsCircuit.kt;core/src/main/kotlin/org/kotlintor/circuit/Circuit.kt,D3,HsParityElevationTest + HsCircuit.hsCircHandleIntroduce2,circ handle introduce2 thinner,
L3:feature/hs/hs_circ_is_rend_sent_in_intro1,3_op,feature/hs,hs_circ_is_rend_sent_in_intro1,hs_circuit.h,core/src/main/kotlin/org/kotlintor/hs/HsCircuit.kt;core/src/main/kotlin/org/kotlintor/circuit/Circuit.kt,D3,HsParityElevationTest + HsCircuit.hsCircIsRendSentInIntro1,circ rend sent intro1 thinner,
